cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all
Parent's Choice,Parent's Choice Stage 1,MJN,High School,Newfoundland & Labrador,Self Enrolled,-96,Stage 0,,,0.1,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,165,Stage 1,0.0,0.0,0.15,0.0
MJN,MJN Solutions,Others,Elementary School,Ontario,Self Enrolled,26,Stage 1,,,0.02,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,-126,Stage 0,,,0.05,0.02
MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-104,Stage 0,,,0.11,0.0
Abbott,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-110,Stage 0,0.0,0.0,0.39,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-33,Stage 0,,,0.34,0.13
MJN,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-120,Stage 0,0.0,0.0,0.3,0.14
MJN,MJN Solutions,Others,High School,Quebec,Self Enrolled,30,Stage 1,,,0.07,0.02
Abbott,Abbott Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-71,Stage 0,,,0.13,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,43,Stage 1,,,0.67,0.0
Nestle,MJN Stage1,MJN,High School,Quebec,Self Enrolled,-50,Stage 0,,,0.17,0.02
MJN,MJN Stage1,Others,Others,Newfoundland & Labrador,Self Enrolled,67,Stage 1,,,0.23,0.03
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,60,Stage 1,,,0.33,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,26,Stage 1,0.0,0.0,0.35,0.04
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,10,Stage 1,,,0.09,0.0
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,123,Stage 1,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-64,Stage 0,0.0,0.0,0.03,0.0
MJN,MJN Solutions,MJN,Others,Ontario,Self Enrolled,-110,Stage 0,,,0.08,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,128,Stage 1,,,0.3,0.13
MJN,MJN Specialty,MJN,High School,Ontario,Self Enrolled,-104,Stage 0,,,0.19,0.13
Abbott,Abbott Stage1,MJN,Elementary School,Alberta,Self Enrolled,279,Stage 2,,,0.0,0.04
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-122,Stage 0,0.0,0.0,0.39,0.03
Nestle,MJN Solutions,MJN,High School,Quebec,Self Enrolled,23,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,141,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-113,Stage 0,,,0.62,0.05
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-227,Stage 0,0.5,0.5,0.07,0.01
MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-15,Stage 0,,,0.07,0.02
Nestle,Nestle Stage 1,Others,High School,British Columbia,Self Enrolled,-206,Stage 0,,,0.08,0.0
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-39,Stage 0,,,0.14,0.01
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-28,Stage 0,,,0.03,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Saskatchewan,Self Enrolled,-130,Stage 0,,,0.1,0.1
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,64,Stage 1,,,0.51,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-57,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-32,Stage 0,0.5,0.5,0.47,0.19
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,29,Stage 1,,,0.5,0.0
MJN,MJN Stage1,MJN,Others,Ontario,Self Enrolled,76,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-125,Stage 0,,,0.0,0.0
MJN,MJN Specialty,MJN,Elementary School,Ontario,Self Enrolled,17,Stage 1,,,0.26,0.11
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-115,Stage 0,,,0.27,0.04
Abbott,Abbott Stage1,Others,High School,Saskatchewan,CoReg,-87,Stage 0,,,0.55,0.09
Nestle,Nestle Solutions,MJN,Elementary School,Nova Scotia,Self Enrolled,-243,Stage 0,0.0,0.0,0.15,0.03
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-246,Stage 0,0.5,0.5,0.39,0.05
Abbott,Kirkland Stage 1,Others,Elementary School,Alberta,CoReg,146,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-114,Stage 0,,,0.09,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-130,Stage 0,1.0,0.5,0.85,0.22
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,-4,Stage 0,,,0.31,0.11
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-14,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,5,Stage 1,,,0.58,0.12
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-28,Stage 0,,,0.0,0.13
MJN,Nestle Stage 1,Others,High School,Ontario,CoReg,-34,Stage 0,,,0.75,0.25
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-961,Stage 0,0.0,0.0,0.0,0.0
President's Choice,Nestle Stage 2,MJN,Elementary School,British Columbia,Self Enrolled,55,Stage 1,,,0.11,0.0
Abbott,Abbott Stage1,MJN,High School,Manitoba,Self Enrolled,-119,Stage 0,,,0.13,0.0
Abbott,Abbott Stage1,MJN,High School,Newfoundland & Labrador,Self Enrolled,41,Stage 1,0.0,0.0,0.11,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,CoReg,-124,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-136,Stage 0,,,0.2,0.1
Abbott,Abbott Stage1,MJN,Others,Manitoba,CoReg,-195,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 2,Others,Elementary School,Ontario,CoReg,-33,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-104,Stage 0,,,0.16,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,332,Stage 2,,,0.13,0.0
MJN,Kirkland Stage 1,MJN,Elementary School,Ontario,Self Enrolled,12,Stage 1,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-235,Stage 0,,,0.05,0.0
MJN,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-159,Stage 0,,,0.64,0.09
Abbott,Abbott Stage1,MJN,High School,Manitoba,Self Enrolled,-53,Stage 0,,,0.0,0.0
Abbott,MJN Stage1,MJN,High School,British Columbia,CoReg,-45,Stage 0,,,0.8,0.4
Abbott,Abbott Stage2,MJN,Elementary School,Alberta,Self Enrolled,-22,Stage 0,,,0.05,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-81,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-33,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,CoReg,-222,Stage 0,0.5,0.0,0.25,0.03
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,8,Stage 1,,,0.2,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,166,Stage 1,0.0,0.0,0.05,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-165,Stage 0,,,0.3,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,4,Stage 1,,,0.06,0.06
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-96,Stage 0,,,0.05,0.05
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-55,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,CoReg,412,Stage 3,,,0.08,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-138,Stage 0,,,0.0,0.0
Nestle,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,-101,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-30,Stage 0,,,0.5,0.07
MJN,MJN Solutions,MJN,Elementary School,Alberta,Self Enrolled,-20,Stage 0,0.0,0.0,0.06,0.01
Nestle,Nestle Stage 1,Others,High School,New Brunswick,CoReg,-174,Stage 0,,,0.13,0.0
Nestle,Nestle Stage 2,MJN,High School,Alberta,CoReg,-163,Stage 0,,,0.29,0.0
Nestle,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-49,Stage 0,,,0.1,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,71,Stage 1,0.0,0.0,0.13,0.03
MJN,MJN Stage1,Others,High School,New Brunswick,Self Enrolled,-14,Stage 0,0.0,0.0,0.0,0.0
Nestle,Nestle Solutions,Others,High School,Quebec,Self Enrolled,-170,Stage 0,0.0,0.0,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,330,Stage 2,,,0.53,0.05
Abbott,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-16,Stage 0,,,0.3,0.15
MJN,MJN Stage2,Others,Elementary School,Ontario,Self Enrolled,143,Stage 1,,,0.12,0.0
Nestle,Nestle Stage 1,Others,High School,British Columbia,Self Enrolled,-50,Stage 0,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 2,Others,High School,Ontario,Self Enrolled,-68,Stage 0,,,0.09,0.02
MJN,MJN Stage1,Others,Others,Quebec,Self Enrolled,33,Stage 1,,,0.17,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,CoReg,-214,Stage 0,0.0,0.0,0.21,0.06
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,49,Stage 1,,,0.19,0.06
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-87,Stage 0,1.0,0.0,0.39,0.09
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-66,Stage 0,,,0.37,0.11
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-15,Stage 0,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,-239,Stage 0,0.5,0.0,0.48,0.32
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-10,Stage 0,,,0.23,0.05
Parent's Choice,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-39,Stage 0,,,0.12,0.12
MJN,MJN Stage1,MJN,Others,Ontario,Self Enrolled,-129,Stage 0,0.0,0.0,0.56,0.03
MJN,MJN Stage1,MJN,High School,Nova Scotia,Self Enrolled,21,Stage 1,0.0,0.0,0.22,0.04
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,12,Stage 1,,,0.14,0.0
Nestle,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,-248,Stage 0,0.5,0.5,0.05,0.03
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-153,Stage 0,0.0,0.0,0.08,0.02
Nestle,MJN Stage2,Others,High School,Ontario,Self Enrolled,-19,Stage 0,,,0.32,0.02
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-187,Stage 0,0.0,0.0,0.08,0.02
Nestle,Kirkland Stage 1,Others,High School,Quebec,Self Enrolled,12,Stage 1,,,0.09,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,27,Stage 1,,,0.43,0.19
Abbott,Abbott Stage1,MJN,Others,Alberta,CoReg,86,Stage 1,,,0.29,0.14
President's Choice,Kirkland Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,78,Stage 1,0.33,0.0,0.3,0.03
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-205,Stage 0,0.0,0.0,0.03,0.01
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-104,Stage 0,,,0.09,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-83,Stage 0,,,0.1,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,-46,Stage 0,,,0.08,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-149,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-69,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,-221,Stage 0,0.5,0.5,0.17,0.01
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,-12,Stage 0,,,0.11,0.02
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,128,Stage 1,0.0,0.0,0.2,0.07
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-38,Stage 0,,,0.55,0.05
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,3,Stage 1,,,0.04,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-152,Stage 0,,,0.09,0.0
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,-48,Stage 0,,,0.67,0.27
MJN,Kirkland Stage 1,MJN,Elementary School,Manitoba,Self Enrolled,-173,Stage 0,0.0,0.0,0.31,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,CoReg,-202,Stage 0,1.0,1.0,0.64,0.24
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-74,Stage 0,,,0.11,0.04
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,41,Stage 1,,,0.0,0.0
Nestle,Nestle Solutions,Others,Elementary School,Ontario,Self Enrolled,-48,Stage 0,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,118,Stage 1,0.0,0.0,0.11,0.05
Nestle,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,25,Stage 1,,,0.0,0.0
Abbott,MJN Solutions,Others,High School,Quebec,CoReg,-26,Stage 0,,,0.0,0.0
MJN,MJN Stage2,Others,High School,Others,Self Enrolled,169,Stage 1,,,0.8,0.0
MJN,Abbott Stage1,MJN,Elementary School,Quebec,CoReg,-65,Stage 0,,,0.09,0.0
MJN,Abbott Stage2,Others,High School,Ontario,CoReg,-157,Stage 0,0.0,0.0,0.21,0.12
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-4,Stage 0,,,0.12,0.05
MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,2,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,CoReg,42,Stage 1,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,3,Stage 1,,,0.14,0.05
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-13,Stage 0,0.25,0.0,0.27,0.12
Nestle,Nestle Stage 2,MJN,Elementary School,Ontario,Self Enrolled,-117,Stage 0,0.0,0.0,0.15,0.0
Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Alberta,Self Enrolled,15,Stage 1,0.0,0.0,0.03,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-231,Stage 0,,,0.18,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-29,Stage 0,,,0.1,0.0
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,8,Stage 1,,,0.25,0.1
Nestle,Nestle Stage 1,Others,High School,Others,Self Enrolled,-6,Stage 0,,,0.36,0.0
Abbott,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,177,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Manitoba,CoReg,-39,Stage 0,,,0.13,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-150,Stage 0,,,0.05,0.0
Abbott,Abbott Stage1,MJN,High School,Saskatchewan,Self Enrolled,-113,Stage 0,,,0.64,0.21
Abbott,Abbott Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-71,Stage 0,0.0,0.0,0.51,0.02
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,4,Stage 1,,,0.18,0.12
MJN,MJN Stage1,MJN,Elementary School,Manitoba,CoReg,-192,Stage 0,1.0,0.0,0.67,0.12
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,105,Stage 1,,,0.75,0.13
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,25,Stage 1,,,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,30,Stage 1,,,0.19,0.04
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,59,Stage 1,,,0.19,0.03
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,6,Stage 1,,,0.23,0.05
Parent's Choice,Parent's Choice Stage 1,Others,Elementary School,Quebec,Self Enrolled,216,Stage 2,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,-143,Stage 0,0.0,0.0,0.28,0.09
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-48,Stage 0,,,0.63,0.03
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-178,Stage 0,0.25,0.25,0.49,0.1
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-1054,Stage 0,,,0.11,0.06
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,632,Stage 3,,,0.08,0.08
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,11,Stage 1,,,0.0,0.0
Abbott,Abbott Solutions,Others,Elementary School,Quebec,Self Enrolled,-56,Stage 0,1.0,0.0,0.71,0.09
Abbott,Abbott Stage1,MJN,High School,Quebec,Self Enrolled,-190,Stage 0,,,0.07,0.0
Abbott,Abbott Solutions,MJN,Elementary School,Ontario,Self Enrolled,-15,Stage 0,0.0,0.0,0.05,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-23,Stage 0,,,0.03,0.0
Abbott,Abbott Solutions,MJN,Elementary School,Ontario,Self Enrolled,-236,Stage 0,0.0,0.0,0.22,0.0
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,34,Stage 1,0.0,0.0,0.26,0.02
MJN,Abbott Specialty,Others,Elementary School,Ontario,CoReg,-73,Stage 0,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,5,Stage 1,0.4,0.0,0.72,0.08
Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-13,Stage 0,,,0.0,0.0
Parent's Choice,MJN Stage2,MJN,Elementary School,Ontario,CoReg,127,Stage 1,,,0.25,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,142,Stage 1,0.0,0.0,0.09,0.03
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,79,Stage 1,,,0.19,0.12
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,26,Stage 1,,,0.1,0.03
MJN,MJN Stage1,Others,High School,New Brunswick,Self Enrolled,43,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Quebec,Self Enrolled,-158,Stage 0,0.0,0.0,0.13,0.02
MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,12,Stage 1,,,0.22,0.0
MJN,MJN Stage1,MJN,High School,Nova Scotia,CoReg,-198,Stage 0,1.0,1.0,0.87,0.47
Nestle,Nestle Stage 1,Others,High School,Quebec,CoReg,-116,Stage 0,,,0.03,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,194,Stage 2,,,0.0,0.0
Abbott,Abbott Stage1,Others,Others,Ontario,CoReg,-102,Stage 0,,,0.05,0.05
MJN,MJN Stage1,MJN,High School,Manitoba,CoReg,-9,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,20,Stage 1,,,0.0,0.0
Abbott,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-72,Stage 0,,,0.22,0.08
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,14,Stage 1,,,0.05,0.05
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,40,Stage 1,,,,
MJN,MJN Solutions,MJN,Elementary School,Alberta,Self Enrolled,113,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,38,Stage 1,,,0.05,0.0
MJN,MJN Solutions,MJN,High School,Quebec,Self Enrolled,-118,Stage 0,,,0.2,0.1
MJN,MJN Solutions,Others,Elementary School,Ontario,Self Enrolled,12,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-157,Stage 0,0.0,0.0,0.27,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,61,Stage 1,0.0,0.0,0.05,0.0
Abbott,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,26,Stage 1,,,0.0,0.0
MJN,MJN Solutions,Others,High School,Quebec,Self Enrolled,-144,Stage 0,0.0,0.0,0.71,0.32
Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,CoReg,-154,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-184,Stage 0,,,0.11,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,242,Stage 2,,,0.25,0.25
Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-5,Stage 0,,,0.16,0.0
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-225,Stage 0,0.0,0.0,0.28,0.05
MJN,MJN Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-133,Stage 0,0.0,0.0,0.61,0.39
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-55,Stage 0,,,0.13,0.0
MJN,Nestle Stage 1,MJN,Elementary School,Alberta,CoReg,-83,Stage 0,,,0.38,0.13
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,-15,Stage 0,,,0.15,0.15
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-152,Stage 0,0.0,0.0,0.24,0.13
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-146,Stage 0,0.0,0.0,0.08,0.04
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-225,Stage 0,0.33,0.0,0.64,0.07
MJN,Nestle Stage 2,Others,High School,Ontario,Self Enrolled,-79,Stage 0,,,0.35,0.0
Abbott,Abbott Stage1,Others,Others,Ontario,Self Enrolled,-194,Stage 0,0.0,0.0,0.03,0.03
Nestle,Nestle Stage 1,Others,Others,Ontario,Self Enrolled,-49,Stage 0,0.0,0.0,0.15,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-51,Stage 0,,,0.56,0.0
Nestle,MJN Stage1,Others,High School,Quebec,CoReg,-113,Stage 0,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,-1662,Stage 0,,,0.19,0.0
Nestle,MJN Stage2,Others,High School,Quebec,Self Enrolled,-45,Stage 0,,,0.41,0.09
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,31,Stage 1,,,0.05,0.0
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,39,Stage 1,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,77,Stage 1,,,0.06,0.06
President's Choice,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,14,Stage 1,,,0.04,0.0
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,12,Stage 1,,,0.0,0.0
MJN,MJN Solutions,MJN,High School,Alberta,Self Enrolled,218,Stage 2,,,0.0,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-231,Stage 0,,,0.0,0.0
MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,204,Stage 2,,,0.08,0.0
Parent's Choice,Nestle Stage 2,Others,Elementary School,Ontario,Self Enrolled,-226,Stage 0,0.0,0.0,0.03,0.0
President's Choice,President's Choice Stage 2,Others,High School,Others,Self Enrolled,262,Stage 2,,,0.0,0.0
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-99,Stage 0,,,0.1,0.0
MJN,MJN Solutions,MJN,Elementary School,Manitoba,Self Enrolled,-103,Stage 0,0.0,0.0,0.26,0.03
MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,5,Stage 1,,,0.19,0.09
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,221,Stage 2,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Saskatchewan,CoReg,-86,Stage 0,,,0.07,0.0
Nestle,Nestle Stage 2,MJN,High School,Alberta,Self Enrolled,3,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-233,Stage 0,,,0.52,0.17
Abbott,Abbott Stage1,MJN,High School,Alberta,CoReg,-193,Stage 0,0.0,0.0,0.07,0.02
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,30,Stage 1,,,0.11,0.0
MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,-77,Stage 0,,,0.28,0.16
Abbott,Abbott Stage1,MJN,High School,Nova Scotia,Self Enrolled,-61,Stage 0,,,0.32,0.08
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,87,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Quebec,Self Enrolled,-243,Stage 0,,,0.27,0.12
Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-216,Stage 0,0.0,0.0,0.14,0.02
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,27,Stage 1,,,0.0,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-201,Stage 0,0.0,0.0,0.05,0.02
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-125,Stage 0,1.0,0.0,0.85,0.12
MJN,MJN Stage1,Others,High School,Others,Self Enrolled,330,Stage 2,,,0.0,0.0
Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-107,Stage 0,0.0,0.0,0.02,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-259,Stage 0,0.0,0.0,0.03,0.0
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-171,Stage 0,,,0.0,0.0
Others,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-209,Stage 0,0.4,0.4,0.24,0.1
Abbott,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,-740,Stage 0,,,0.0,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,195,Stage 2,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,CoReg,120,Stage 1,,,0.0,0.0
Nestle,Nestle Solutions,MJN,Elementary School,British Columbia,Self Enrolled,-34,Stage 0,,,0.67,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-186,Stage 0,0.0,0.0,0.21,0.03
